Las Palmas,1980-81,P,E,P,P,E,P,E,G,G,P,G,G,P,G,G,P,P,G,E,P,P,G,P,G,G,P,P,G,P,P
Atletico de Madrid,1981-82,G,P,G,P,G,P,G,P,E,P,P,P,G,G,P,G,G,P,P,P,G,G,E,P,P,P,G,G,P,G
Atletico de Bilbao,1981-82,P,G,P,P,P,G,G,G,P,P,G,P,G,G,E,G,E,G,P,G,G,G,P,G,P,E,G,P,G,G
Barcelona,1981-82,G,P,G,G,G,G,E,G,P,G,E,G,G,G,E,G,P,P,G,E,G,G,G,G,G,G,E,G,P,P
Cadiz,1981-82,P,G,P,G,P,G,P,E,P,G,P,G,P,E,P,P,G,G,P,G,P,G,P,G,P,E,P,G,P,P
Castellon,1981-82,E,P,P,P,P,P,P,P,E,G,P,P,P,P,P,E,P,G,P,E,P,E,P,G,P,P,P,P,P,E
Las Palmas,1981-82,E,G,P,E,P,G,P,P,P,G,G,G,P,G,G,P,E,P,P,E,P,P,E,G,P,G,P,E,P,G
Hercules,1981-82,G,P,G,P,G,P,G,E,E,P,P,P,P,G,P,P,P,G,P,P,P,G,G,P,G,G,E,P,G,P
Espanol,1981-82,P,P,E,G,P,P,G,P,G,P,G,G,P,P,G,P,G,P,E,G,G,P,G,E,P,E,G,P,G,G
Santander,1981-82,G,P,G,P,G,P,E,P,E,G,G,P,P,G,P,P,P,E,G,E,G,E,P,G,E,G,P,G,P,E
Betis,1981-82,P,P,P,G,P,G,P,G,G,G,P,G,G,P,G,E,G,E,P,G,E,P,E,P,G,G,P,E,P,G
Real Sociedad,1981-82,G,G,G,E,G,G,E,G,P,G,E,G,P,G,P,G,E,E,G,P,G,G,G,P,E,G,P,G,P,G
Real Madrid,1981-82,P,G,E,G,E,G,P,G,G,G,G,P,G,G,G,P,G,E,G,G,G,G,P,E,P,E,E,E,G,P
Sevilla,1981-82,P,P,E,P,G,P,E,G,G,P,E,G,P,P,G,G,P,P,G,P,E,P,E,G,G,P,G,P,G,G
Osasuna,1981-82,G,G,E,G,G,E,P,P,P,P,P,P,G,P,G,P,P,G,G,G,P,G,P,P,G,P,G,E,E,E
Valladolid,1981-82,G,P,G,P,P,E,E,P,G,P,G,P,G,E,G,G,P,E,E,E,P,P,G,P,G,P,E,P,G,P
Sporting de Gijon,1981-82,P,G,P,G,P,G,E,E,E,G,P,G,P,P,P,G,E,E,G,E,P,P,E,P,P,P,P,G,E,P
Zaragoza,1981-82,G,G,E,G,E,P,G,G,E,P,E,G,G,P,P,G,G,P,E,P,P,P,E,P,G,G,G,P,G,P
Valencia,1981-82,P,G,E,P,G,P,G,E,G,P,G,P,G,P,G,P,G,G,E,P,G,P,G,G,G,P,G,G,G,E
Espanol,1982-83,G,P,P,E,E,P,G,E,G,P,G,P,G,P,G,G,P,G,E,P,G,E,P,P,G,P,G,P,E,P
Santander,1982-83,P,E,P,E,E,P,G,P,P,P,G,P,G,P,E,P,G,P,P,G,P,P,E,P,P,G,P,P,G,P
CD Malaga,1982-83,E,E,P,E,G,P,P,P,G,P,G,E,E,P,P,P,G,P,G,P,G,E,G,P,E,G,G,E,E,E
Sporting de Gijon,1982-83,E,E,G,G,E,E,E,E,E,E,G,E,E,P,G,P,G,G,E,P,G,P,E,P,E,P,G,P,E,P
Real Sociedad,1982-83,E,E,G,E,G,E,G,E,E,G,E,P,G,P,P,E,P,P,E,G,G,P,G,E,G,P,G,E,E,P
Las Palmas,1982-83,E,G,E,E,P,G,P,E,P,E,P,G,P,E,P,G,P,G,E,E,P,E,E,P,P,P,P,G,E,G
Valencia,1982-83,G,P,E,P,P,E,P,P,P,G,P,E,P,G,P,P,P,P,P,E,E,G,P,G,P,G,P,E,E,G
Barcelona,1982-83,P,G,E,E,E,G,G,E,G,G,E,E,G,G,P,P,G,G,G,G,E,G,G,G,E,P,E,E,G,G
Atletico de Madrid,1982-83,G,G,G,P,E,P,G,P,G,G,E,P,P,G,G,G,P,G,E,G,E,P,E,G,G,P,G,E,G,G
Salamanca,1982-83,P,G,G,P,E,E,G,P,E,P,P,P,G,P,G,E,G,P,E,G,P,G,P,E,G,P,E,P,E,P
Osasuna,1982-83,E,P,P,G,E,P,P,G,P,G,P,G,P,E,P,G,P,P,E,P,E,E,P,P,P,G,P,G,P,G
Atletico de Bilbao,1982-83,E,G,G,G,P,G,P,G,E,G,G,G,G,P,G,E,G,G,G,E,P,G,E,G,E,G,G,G,P,G
Sevilla,1982-83,G,P,E,P,G,G,G,G,E,P,E,G,E,G,E,E,G,P,E,P,G,E,G,P,G,G,P,E,E,E
Celta de Vigo,1982-83,P,P,P,E,P,E,P,G,G,P,P,E,P,E,G,G,G,G,P,P,P,E,E,G,P,P,P,P,P,P
Valladolid,1982-83,E,P,P,E,E,E,P,P,P,P,P,E,E,G,P,G,P,P,P,E,G,E,G,E,P,G,P,G,E,G
Real Madrid,1982-83,E,G,G,G,E,G,E,G,E,G,G,G,P,G,G,P,G,G,E,G,E,E,P,G,G,G,E,G,E,P
Zaragoza,1982-83,G,G,P,E,G,P,G,G,G,G,E,G,P,G,P,G,P,E,G,P,E,P,E,G,G,P,G,E,P,G
Betis,1982-83,P,P,G,E,E,G,P,E,P,P,E,P,G,E,G,P,P,E,E,G,P,G,E,E,P,G,E,E,G,P
Espanol,1983-84,P,P,G,P,G,P,G,E,E,E,E,G,G,E,G,G,P,P,G,P,E,E,P,E,E,E,E,P,E,G
Atletico de Madrid,1983-84,G,G,G,G,E,E,P,G,P,G,P,P,P,G,E,G,P,G,G,G,E,G,E,E,G,G,P,G,G,G
Sporting de Gijon,1983-84,E,P,G,P,E,P,G,E,G,G,E,P,P,G,P,G,P,G,P,G,E,G,E,E,G,P,P,P,E,P
Valencia,1983-84,E,G,G,G,P,G,G,P,P,P,P,G,G,P,E,P,E,P,P,E,P,E,G,P,E,G,G,E,P,P
Murcia,1983-84,G,G,E,E,E,E,E,P,G,P,E,G,P,P,P,G,E,E,G,P,G,P,E,P,G,E,P,G,E,P
Real Sociedad,1983-84,P,G,P,P,E,P,P,E,G,P,G,E,G,G,G,P,P,E,G,G,E,G,E,G,E,E,G,E,P,P
Mallorca,1983-84,E,E,P,P,E,P,P,E,P,P,P,P,P,E,E,G,P,E,E,E,E,E,G,E,P,E,G,E,P,P
Zaragoza,1983-84,E,P,E,G,P,G,P,G,G,G,G,P,G,E,E,P,G,E,P,G,E,E,P,G,G,P,P,P,E,E
Osasuna,1983-84,E,P,P,P,P,G,P,G,P,G,P,G,G,G,P,G,P,P,G,P,G,E,P,E,P,G,G,E,P,E
Salamanca,1983-84,E,E,P,E,E,E,P,P,P,G,P,G,P,E,P,P,G,G,E,P,P,P,P,P,P,G,P,E,P,E
Real Madrid,1983-84,G,P,P,G,G,P,G,G,G,P,G,G,E,G,G,G,G,P,G,E,E,G,G,G,G,P,E,E,G,P
Betis,1983-84,P,G,G,P,E,E,G,G,E,P,G,P,G,P,G,P,G,G,P,E,G,P,G,P,G,P,G,P,G,G
Sevilla,1983-84,G,P,P,G,E,G,E,E,E,G,P,E,P,P,G,G,P,P,P,G,P,E,P,G,P,G,E,G,P,G
Barcelona,1983-84,P,G,G,G,E,G,P,P,E,G,G,E,E,E,G,P,G,G,P,E,G,G,E,G,P,G,G,E,G,G
Valladolid,1983-84,E,P,G,P,G,E,G,P,E,P,G,P,G,P,P,P,P,P,G,P,G,E,G,P,P,P,P,E,E,G
CD Malaga,1983-84,E,G,P,G,G,G,E,P,G,P,G,E,P,E,E,P,G,G,P,E,E,E,E,E,P,P,P,P,G,E
Atletico de Bilbao,1983-84,G,G,G,P,E,P,G,E,E,G,E,G,E,G,E,G,G,G,G,G,P,P,G,E,G,E,G,G,E,G
Cadiz,1983-84,P,P,P,G,P,E,E,G,P,E,P,P,E,P,P,P,G,P,P,P,P,P,P,E,E,E,E,G,G,P
Atletico de Bilbao,1984-85,E,P,G,G,P,E,P,E,G,E,E,E,E,E,E,G,E,E,E,G,P,P,E,G,P,G,G,G,G,G
Valladolid,1984-85,E,G,P,E,E,P,E,P,E,E,E,E,P,G,G,P,P,E,P,E,E,E,E,G,P,E,G,G,P,P
Elche,1984-85,P,P,E,P,E,G,G,E,P,P,P,E,P,E,P,E,P,E,G,P,E,E,E,P,G,P,E,P,E,G
Valencia,1984-85,G,G,P,P,G,G,E,E,G,E,E,E,E,E,E,P,G,E,P,E,G,E,P,E,G,P,P,P,P,P
Espanol,1984-85,E,P,E,P,E,P,G,E,G,P,G,E,P,E,P,P,P,E,G,E,E,E,E,P,G,G,G,G,G,G
Atletico de Madrid,1984-85,E,G,G,G,P,G,G,E,P,P,E,E,G,E,P,E,G,E,E,G,G,G,G,G,P,E,E,G,G,G
Betis,1984-85,E,G,P,G,P,E,E,E,P,E,G,E,G,E,G,G,P,G,P,P,P,P,G,P,P,P,P,P,P,P
Real Sociedad,1984-85,E,P,G,P,G,P,E,E,E,G,E,E,G,E,G,G,P,P,G,E,P,E,G,P,E,E,G,P,P,G
CD Malaga,1984-85,P,G,P,P,G,P,E,E,G,E,P,E,E,E,G,G,G,P,P,P,E,P,G,E,E,E,E,P,E,P
Sevilla,1984-85,G,G,P,G,E,G,P,E,G,P,E,E,E,E,P,P,G,G,E,E,G,E,P,P,P,G,P,P,P,G
Osasuna,1984-85,G,P,G,E,E,P,G,G,P,P,P,P,G,E,P,P,G,E,E,E,G,P,P,G,G,P,E,G,G,P
Murcia,1984-85,P,P,P,G,P,P,E,P,P,E,E,E,P,E,P,E,G,E,G,E,E,E,P,P,P,P,P,P,G,P
Santander,1984-85,G,P,G,P,P,G,P,E,P,G,E,E,P,E,E,G,P,E,G,E,G,E,P,G,E,P,E,G,G,P
Sporting de Gijon,1984-85,P,E,P,G,E,G,E,E,G,G,E,E,E,E,P,G,E,E,E,P,E,G,E,G,G,G,E,G,G,G
Real Madrid,1984-85,P,E,G,P,G,E,G,E,G,G,P,G,G,E,G,G,E,P,E,E,P,E,E,P,E,G,P,G,P,G
Barcelona,1984-85,G,G,E,G,G,G,E,E,G,E,G,G,G,E,G,P,G,G,G,G,E,G,G,G,E,E,G,G,P,G
Zaragoza,1984-85,P,P,G,E,G,P,P,E,P,G,G,E,P,E,G,E,P,E,P,G,E,G,G,G,E,E,E,P,P,P
Hercules,1984-85,G,G,E,E,P,E,P,G,P,E,E,P,E,P,E,P,E,E,P,E,P,E,P,P,G,G,E,P,G,P
Espanol,1985-86,G,P,P,P,E,P,G,E,P,G,P,P,P,G,E,G,E,E,G,P,G,E,E,P,G,G,E,P,P,P
Cadiz,1985-86,P,G,P,G,E,E,P,G,P,G,G,P,G,E,G,P,P,E,P,P,P,G,P,P,E,P,E,P,P,G
Las Palmas,1985-86,P,E,P,P,G,P,G,P,G,P,G,P,E,P,P,E,G,P,E,P,P,E,G,E,G,P,E,E,G,P
Sporting de Gijon,1985-86,G,E,E,G,E,G,E,E,G,G,E,G,P,E,G,P,E,G,P,E,E,E,G,E,E,P,P,G,G,E
Osasuna,1985-86,P,P,G,E,E,P,P,P,P,P,G,E,G,P,G,P,P,P,E,E,P,P,G,P,G,G,P,P,G,G
Atletico de Bilbao,1985-86,G,E,G,G,G,E,E,P,G,P,G,P,E,P,G,G,E,G,E,E,G,P,G,G,P,G,G,P,G,G
Real Sociedad,1985-86,E,E,G,E,P,G,P,G,P,G,P,G,P,P,P,G,P,G,G,G,G,G,E,E,P,P,G,G,P,G
Celta de Vigo,1985-86,E,P,P,G,P,P,P,G,P,P,P,P,P,G,P,E,E,P,P,G,P,P,P,P,P,P,P,P,E,P
Valencia,1985-86,G,P,G,P,G,E,P,E,E,G,P,E,E,P,P,P,G,E,P,P,E,P,P,E,P,P,P,E,P,P
Valladolid,1985-86,P,G,E,E,G,G,E,G,P,E,P,G,G,P,P,P,G,E,P,G,P,G,P,P,P,G,P,G,P,P
Atletico de Madrid,1985-86,G,E,G,P,P,P,G,E,G,E,G,G,G,E,G,G,E,P,G,P,G,P,P,G,E,G,G,E,G,P
Sevilla,1985-86,P,G,P,G,E,E,G,P,E,G,E,P,G,G,E,P,E,G,E,E,G,P,E,G,G,P,G,P,G,P
Betis,1985-86,E,G,E,E,P,E,P,E,E,E,P,G,P,G,G,G,P,P,G,E,P,E,G,G,E,P,P,G,P,G
Real Madrid,1985-86,E,G,G,G,E,G,G,G,E,G,P,G,P,G,G,G,G,G,G,G,E,G,G,G,G,G,G,G,G,G
Santander,1985-86,E,P,E,P,G,P,G,E,E,P,P,P,P,G,P,G,P,P,G,P,E,G,P,E,E,G,E,E,P,G
Barcelona,1985-86,E,G,P,E,P,E,G,G,G,E,G,G,G,G,P,G,E,G,G,G,G,G,E,G,P,G,G,P,E,E
Zaragoza,1985-86,G,P,G,E,E,G,E,P,E,P,G,G,E,E,P,P,E,E,P,G,G,P,G,E,G,G,G,G,G,G
Hercules,1985-86,P,E,P,P,E,G,P,P,G,P,G,P,G,P,G,P,G,E,P,E,P,G,P,P,E,P,P,G,P,P
Barcelona,1986-87,G,E,G,E,G,E,G,E,G,P,G,E,E,G,G,G,E,E,G,G,G,E,G,E,G,E,G,E,P,P
Santander,1986-87,P,E,P,P,G,P,G,P,E,P,E,P,P,P,G,E,E,E,G,P,G,E,G,G,E,P,P,P,G,P
Sporting de Gijon,1986-87,G,P,E,E,G,G,P,G,P,P,G,E,G,E,P,G,P,E,G,E,P,P,P,E,E,G,P,G,G,G
Atletico de Bilbao,1986-87,P,G,E,E,G,E,P,G,P,G,P,G,G,G,G,P,G,E,E,E,P,G,P,P,E,E,E,P,P,P
Las Palmas,1986-87,G,E,G,P,E,P,P,E,P,G,P,G,P,G,P,G,P,P,P,P,E,G,G,E,P,P,P,E,P,G
Valladolid,1986-87,P,G,E,G,G,E,P,G,P,E,P,G,P,E,E,P,G,G,P,E,P,G,P,E,E,P,E,G,P,G
Atletico de Madrid,1986-87,E,E,G,P,E,G,G,G,G,P,E,P,G,E,G,E,E,P,P,P,G,P,G,E,E,P,P,P,G,G
Espanol,1986-87,E,G,P,E,E,G,E,G,P,G,E,G,E,G,P,G,P,G,G,G,G,G,P,E,P,E,G,G,G,G
Betis,1986-87,G,G,E,P,P,P,G,E,G,G,E,G,P,P,P,G,E,E,E,E,G,P,G,P,G,P,P,G,P,E
Sabadell,1986-87,P,E,E,E,P,P,P,P,E,P,G,P,E,P,G,P,G,E,P,G,P,E,P,G,E,G,E,P,P,P
Murcia,1986-87,P,P,P,G,P,P,P,P,E,G,E,G,G,G,P,G,P,P,P,G,E,G,E,G,E,E,P,G,P,G
Real Madrid,1986-87,G,E,E,G,G,G,P,E,E,G,E,G,G,P,E,E,G,G,G,E,E,G,G,G,P,G,P,G,G,G
Osasuna,1986-87,E,E,E,E,P,E,G,P,E,P,P,P,G,P,P,P,E,E,G,P,E,P,G,P,G,E,G,P,G,E
Mallorca,1986-87,E,E,G,G,P,G,E,P,G,P,E,P,G,E,G,P,G,E,P,G,P,P,G,P,E,G,G,P,G,P
Real Sociedad,1986-87,G,E,P,E,P,P,E,G,G,G,G,P,P,G,P,E,P,P,G,E,G,P,P,E,E,G,G,P,G,P
Cadiz,1986-87,P,E,P,G,G,P,G,E,G,E,E,P,P,P,G,P,E,G,P,P,P,G,P,P,G,E,E,P,P,P
Zaragoza,1986-87,G,P,E,P,E,G,G,P,P,P,P,G,E,G,P,G,P,P,E,E,E,P,E,E,E,G,G,G,P,G
Sevilla,1986-87,P,P,G,E,P,G,E,E,E,G,G,P,P,P,G,P,G,G,E,E,E,E,P,G,P,P,G,G,G,P
Atletico de Bilbao,1987-88,G,E,G,E,G,G,P,P,E,E,E,P,G,E,G,G,E,G,P,G,G,P,G,G,P,G,G,P,E,E
Mallorca,1987-88,P,E,P,P,G,E,G,E,E,P,P,P,G,P,G,G,G,P,P,P,P,G,E,P,E,P,G,E,E,P
Espanol,1987-88,P,P,G,G,P,P,P,G,G,E,P,E,E,G,P,P,E,G,P,P,G,P,G,P,G,P,P,E,E,G
Celta de Vigo,1987-88,G,E,P,G,E,E,E,G,G,P,G,P,E,P,P,E,G,P,G,G,P,G,P,G,E,E,G,P,G,P
Sporting de Gijon,1987-88,E,P,P,G,E,G,P,P,E,E,G,G,P,G,G,G,P,E,P,P,P,G,P,G,P,E,G,E,E,G
Valladolid,1987-88,E,E,P,E,P,G,G,G,P,E,G,G,E,G,G,G,P,P,P,G,E,G,P,E,P,G,P,E,E,G
Valencia,1987-88,G,E,G,G,G,P,P,P,E,E,G,P,E,P,P,P,P,G,G,P,G,P,E,E,P,P,E,E,P,E
Logrones,1987-88,P,E,P,E,P,P,E,E,P,G,E,P,P,P,G,P,E,P,G,G,P,P,G,G,E,E,G,P,G,P
Atletico de Madrid,1987-88,G,E,G,P,G,G,G,E,G,G,P,E,G,G,P,G,G,P,G,E,G,G,G,E,P,E,P,E,P,P
Sabadell,1987-88,P,P,G,E,E,P,P,P,P,E,P,P,P,E,G,P,E,P,G,E,P,P,P,P,G,E,E,P,E,P
Cadiz,1987-88,P,G,G,G,P,G,E,P,G,P,G,P,E,E,G,P,E,G,P,P,G,P,E,E,E,E,P,P,G,P
Real Madrid,1987-88,G,G,G,G,G,G,G,G,E,P,G,G,G,G,P,G,E,G,G,G,G,G,P,G,E,G,E,G,G,G
Las Palmas,1987-88,P,P,G,E,P,P,G,P,P,P,G,G,P,P,P,P,E,G,E,E,G,P,G,P,G,G,P,G,P,P
Barcelona,1987-88,G,P,P,P,P,P,G,E,G,G,G,G,G,P,P,P,G,E,P,E,E,G,E,P,G,E,P,G,P,P
Osasuna,1987-88,G,E,G,P,E,P,E,G,G,E,P,G,P,E,P,G,P,G,G,P,P,P,G,P,G,E,G,P,E,E
Murcia,1987-88,P,G,G,P,P,P,P,G,E,P,P,G,P,E,P,P,E,E,E,G,P,G,P,E,G,E,E,E,P,G
Sevilla,1987-88,P,G,P,G,G,P,G,P,P,G,P,E,E,E,G,G,P,G,P,G,E,P,G,E,E,E,E,G,G,G
Betis,1987-88,G,G,P,E,P,G,P,E,P,G,P,P,P,P,G,P,G,P,E,P,P,G,P,E,P,G,P,G,P,G
Zaragoza,1987-88,G,E,P,P,G,G,P,G,P,E,E,E,G,G,P,E,P,E,E,P,E,P,G,E,P,P,E,E,G,E
Real Sociedad,1987-88,P,E,P,P,G,G,G,E,G,G,E,G,G,G,G,G,G,P,G,G,G,G,P,G,G,P,G,G,E,G
Atletico de Bilbao,1988-89,G,G,G,E,G,P,P,P,P,P,E,E,E,P,G,G,E,E,G,E,E,E,G,P,G,E,E,G,P,P
Sevilla,1988-89,P,G,G,E,E,E,G,P,G,E,G,G,E,E,P,G,P,P,P,E,E,P,E,P,E,G,G,G,G,P
Barcelona,1988-89,G,G,E,E,G,G,G,P,G,E,G,G,G,G,P,G,G,G,E,E,G,E,P,G,G,G,E,E,E,G
Espanol,1988-89,P,G,E,G,P,E,P,P,P,P,E,E,E,P,E,P,P,E,P,E,P,E,E,G,E,G,E,P,G,E
Logrones,1988-89,G,G,G,P,G,E,E,P,E,E,P,E,E,P,E,E,E,P,G,P,G,P,E,G,P,E,G,E,G,P
Atletico de Madrid,1988-89,P,P,P,E,G,G,G,G,G,P,E,G,G,P,G,P,E,G,E,G,E,G,P,P,G,P,G,P,G,E
Oviedo,1988-89,G,P,P,E,P,E,E,E,P,G,P,G,G,G,G,E,G,P,P,E,E,P,G,P,G,P,P,P,P,P
Real Sociedad,1988-89,P,G,E,G,P,P,G,G,E,G,P,P,E,E,E,P,G,G,P,E,E,E,E,G,P,P,E,E,G,G
Betis,1988-89,P,P,G,P,P,P,P,G,E,E,E,P,P,E,E,E,E,E,P,E,E,G,P,G,P,P,G,G,P,G
Sporting de Gijon,1988-89,G,E,E,G,P,P,P,G,G,E,E,G,P,G,E,E,P,G,G,E,P,P,G,P,G,P,P,P,P,E
Celta de Vigo,1988-89,G,E,E,G,G,P,G,P,E,P,E,G,P,G,P,P,G,G,E,E,G,E,G,P,G,G,E,P,G,P
Cadiz,1988-89,P,P,P,E,P,E,P,G,G,G,E,P,E,E,P,E,P,G,P,E,P,E,E,G,P,G,E,E,E,G
Murcia,1988-89,G,P,P,P,G,G,P,P,P,P,G,P,P,P,E,P,E,E,G,G,G,P,P,P,P,G,P,P,P,P
CD Malaga,1988-89,P,E,P,E,E,P,G,E,G,G,P,P,G,E,E,P,P,P,E,P,P,G,P,G,P,P,G,G,G,P
Real Madrid,1988-89,E,E,E,G,G,G,G,G,G,G,G,E,E,G,G,G,G,G,E,E,G,E,G,G,G,G,E,G,P,G
Osasuna,1988-89,E,G,P,E,P,G,E,G,P,G,E,G,E,E,P,E,P,G,G,E,G,P,G,G,P,E,E,P,P,P
Valladolid,1988-89,G,P,G,P,G,G,P,P,G,E,P,P,E,G,G,E,G,P,G,P,E,G,P,P,G,P,G,G,E,G
Elche,1988-89,P,P,G,P,P,G,P,P,P,P,E,P,P,E,E,E,P,P,P,G,P,G,P,P,P,P,P,E,P,E
Zaragoza,1988-89,E,P,E,P,G,P,E,G,P,G,E,E,E,E,P,G,G,P,G,E,P,G,E,P,P,G,P,E,G,G
Valencia,1988-89,E,G,E,G,P,E,G,G,P,P,G,E,G,P,G,G,E,P,E,E,E,E,G,G,G,E,P,G,E,G
Atletico de Bilbao,1989-90,G,E,G,P,E,G,E,P,G,P,P,G,P,E,P,G,P,P,E,E,E,E,G,P,G,E,G,G,E,E
Real Sociedad,1989-90,P,G,P,G,P,G,E,E,G,G,G,E,G,E,P,P,G,G,G,E,P,E,E,E,G,G,E,G,P,E
CD Malaga,1989-90,E,P,E,G,E,G,P,G,P,P,G,E,E,E,P,P,P,P,E,E,P,P,G,P,G,P,P,P,P,P
Celta de Vigo,1989-90,E,P,P,E,G,E,P,G,P,P,P,E,P,E,P,P,E,P,G,E,P,E,E,E,P,P,P,E,P,E
Valencia,1989-90,P,E,P,G,E,E,E,G,G,G,E,E,G,G,E,G,E,G,P,E,G,E,G,G,P,E,G,G,E,G
Atletico de Madrid,1989-90,G,G,E,G,E,G,P,P,P,G,E,G,E,E,G,G,G,P,G,E,G,G,P,G,G,G,P,E,E,G
Valladolid,1989-90,G,P,G,E,P,P,G,P,P,P,P,E,G,E,P,E,E,E,E,P,G,E,P,E,P,P,P,P,P,G
Barcelona,1989-90,P,G,P,G,P,G,G,E,G,G,G,P,G,P,G,G,P,G,G,G,G,E,P,E,P,G,E,G,G,G
Cadiz,1989-90,P,P,G,P,P,P,E,G,P,G,P,G,E,E,P,G,P,G,P,E,P,P,P,P,P,P,P,E,G,E
Logrones,1989-90,G,G,P,G,P,G,P,E,E,P,P,G,P,G,G,P,P,P,G,E,G,G,P,G,G,E,G,G,P,P
Osasuna,1989-90,G,P,G,P,G,E,G,G,P,P,G,E,G,E,G,E,P,G,G,E,P,P,E,P,G,E,G,E,E,E
Mallorca,1989-90,P,E,G,E,G,E,E,E,G,G,E,P,P,E,G,P,G,P,E,E,G,E,E,E,G,P,P,E,G,P
Real Madrid,1989-90,G,E,G,E,G,P,G,G,G,P,G,G,G,E,G,G,G,G,G,E,G,E,E,G,G,G,G,G,G,E
Sporting de Gijon,1989-90,P,E,P,P,P,P,P,G,G,E,P,G,P,G,G,G,E,G,P,E,P,G,P,P,P,E,G,E,P,E
Oviedo,1989-90,E,E,G,E,G,P,G,E,G,E,E,P,E,G,G,P,E,P,P,E,P,E,G,E,G,G,P,E,G,P
Castellon,1989-90,E,E,P,P,G,P,E,P,E,P,G,E,E,E,G,P,G,E,P,E,P,E,G,G,P,P,G,P,E,E
Sevilla,1989-90,G,G,G,P,G,E,E,P,P,G,P,E,P,P,P,G,G,G,P,G,G,P,G,G,G,G,G,P,E,G
Tenerife,1989-90,P,E,E,E,P,G,E,E,P,G,P,P,G,P,P,P,E,P,E,P,E,P,G,G,P,G,G,P,P,E
Zaragoza,1989-90,G,P,E,E,G,P,G,P,G,G,G,P,P,E,P,G,P,G,P,E,G,G,E,P,P,E,P,E,G,P
Rayo Vallecano,1989-90,P,G,P,E,P,E,P,P,P,P,G,P,E,P,E,P,G,P,E,E,P,G,P,P,P,P,P,P,G,E
Espanol,1990-91,P,E,G,P,E,E,G,P,G,P,E,E,G,G,P,P,P,P,P,P,G,E,G,E,G,E,P,P,G,G
Barcelona,1990-91,G,G,G,G,G,G,E,G,P,E,G,G,G,G,G,E,G,P,G,G,E,G,G,G,G,G,P,E,G,G
Betis,1990-91,E,P,P,P,P,P,E,G,E,P,E,P,P,P,G,E,E,G,P,P,E,P,G,P,E,P,G,P,G,P
Sporting de Gijon,1990-91,E,G,E,G,P,E,P,P,G,P,E,P,G,P,G,E,P,G,E,G,E,G,G,E,E,P,G,P,G,E
Logrones,1990-91,P,G,E,P,G,G,E,G,G,G,E,G,E,G,P,P,P,G,P,P,E,P,E,E,E,G,G,G,P,P
Mallorca,1990-91,G,E,P,G,P,G,P,P,P,E,E,G,P,E,P,E,G,P,G,G,P,E,P,P,E,E,P,E,P,E
Real Sociedad,1990-91,G,E,P,G,P,E,P,G,E,E,P,P,P,G,P,E,E,E,P,E,E,G,E,G,G,E,G,G,P,P
Zaragoza,1990-91,P,P,P,P,E,G,E,E,G,G,P,G,P,P,E,G,P,G,G,E,E,P,P,E,P,G,E,P,P,E
Real Burgos,1990-91,G,P,G,P,P,E,G,E,G,E,E,E,E,G,P,E,P,P,P,E,G,P,E,E,E,E,E,G,P,P
Cadiz,1990-91,P,E,E,G,P,E,P,P,E,P,P,E,P,P,P,E,P,G,P,E,E,G,E,G,P,E,P,E,P,P
Real Madrid,1990-91,G,P,G,G,G,E,E,E,P,G,P,G,G,G,P,P,G,P,P,G,G,E,G,P,P,P,E,P,P,G
Castellon,1990-91,P,E,P,G,E,G,E,G,P,E,P,E,E,E,E,E,E,P,G,P,P,P,P,G,P,G,P,G,P,P
Oviedo,1990-91,E,E,G,P,G,P,P,E,P,G,E,G,G,E,E,E,E,G,P,P,G,G,E,P,E,E,E,G,E,G
Sevilla,1990-91,E,G,P,G,G,G,G,G,P,G,P,P,E,P,G,P,G,E,G,G,P,E,P,G,P,E,P,G,P,E
Tenerife,1990-91,G,P,E,E,P,P,P,G,P,G,G,P,P,P,G,P,E,P,G,P,G,P,E,P,G,E,G,G,G,G
Atletico de Bilbao,1990-91,P,G,G,P,G,P,E,P,G,P,G,G,E,E,G,G,P,P,P,G,P,P,P,P,P,P,G,E,G,G
Valencia,1990-91,E,P,G,P,G,P,G,P,P,P,G,E,E,G,P,G,G,E,E,P,E,G,G,G,G,E,P,P,E,P
Atletico de Madrid,1990-91,E,G,E,E,P,E,G,E,G,E,G,P,G,G,G,G,E,G,G,G,E,G,E,G,G,G,E,E,G,E
Valladolid,1990-91,E,P,E,P,E,P,G,E,E,E,E,P,P,P,G,E,G,G,G,P,E,P,P,P,G,E,E,E,G,G
Osasuna,1990-91,E,G,P,G,G,E,E,P,G,E,G,E,G,P,E,G,G,E,G,G,P,G,E,E,P,P,G,P,G,E
Atletico de Bilbao,1991-92,P,P,P,G,E,P,E,G,P,P,G,E,G,E,P,P,G,E,P,G,G,P,P,E,G,P,G,P,G,P
Sevilla,1991-92,G,G,G,P,P,P,G,P,G,E,E,E,E,G,G,P,G,E,G,P,P,P,G,P,E,E,G,P,G,P
Cadiz,1991-92,P,P,G,G,P,P,G,P,E,P,E,P,G,P,P,E,P,E,P,E,G,E,E,E,P,P,E,P,G,P
Real Madrid,1991-92,G,G,G,G,G,E,G,G,G,G,G,G,G,E,E,P,G,P,G,E,P,G,P,G,E,P,G,G,G,E
Valencia,1991-92,G,P,E,G,G,P,P,E,G,G,P,G,P,G,G,G,G,G,E,G,E,P,E,E,P,G,G,P,P,G
Deportivo,1991-92,P,E,P,G,E,G,P,P,P,P,E,E,G,G,E,P,E,G,E,P,P,E,P,E,E,G,P,E,P,P
