Pos,Equipo,PJ,PG,PE,PP,Pts
1.0,Real Madrid,38.0,23.0,9.0,6.0,55.0
2.0,Deportivo de La Coruña,38.0,20.0,11.0,7.0,51.0
3.0,Real Betis,38.0,15.0,16.0,7.0,46.0
4.0,FC Barcelona,38.0,18.0,10.0,10.0,46.0
5.0,Sevilla FC,38.0,16.0,11.0,11.0,43.0
6.0,RCD Español,38.0,14.0,15.0,9.0,43.0
7.0,Real Zaragoza[1]​,38.0,18.0,7.0,13.0,43.0
8.0,Athletic Club,38.0,16.0,10.0,12.0,42.0
9.0,Real Oviedo,38.0,13.0,13.0,12.0,39.0
10.0,Valencia CF,38.0,13.0,12.0,13.0,38.0
11.0,Real Sociedad,38.0,12.0,14.0,12.0,38.0
12.0,Racing de Santander,38.0,13.0,10.0,15.0,36.0
13.0,Celta de Vigo,38.0,11.0,14.0,13.0,36.0
14.0,Atlético de Madrid,38.0,13.0,9.0,16.0,35.0
15.0,CD Tenerife,38.0,13.0,9.0,16.0,35.0
16.0,SD Compostela,38.0,11.0,12.0,15.0,34.0
17.0,Albacete Balompié[2]​,38.0,10.0,14.0,14.0,34.0
18.0,Sporting de Gijón,38.0,8.0,12.0,18.0,28.0
19.0,Real Valladolid[2]​,38.0,8.0,9.0,21.0,25.0
20.0,CD Logroñés,38.0,2.0,9.0,27.0,13.0
