Pos,Equipo,PJ,PG,PE,PP,Pts
1.0,Atlético de Madrid,42.0,26.0,9.0,7.0,87.0
2.0,Valencia CF,42.0,26.0,5.0,11.0,83.0
3.0,FC Barcelona[Nota 1]​,42.0,22.0,14.0,6.0,80.0
4.0,RCD Español,42.0,20.0,14.0,8.0,74.0
5.0,CD Tenerife,42.0,20.0,12.0,10.0,72.0
6.0,Real Madrid,42.0,20.0,10.0,12.0,70.0
7.0,Real Sociedad,42.0,17.0,12.0,13.0,63.0
8.0,Real Betis,42.0,16.0,14.0,12.0,62.0
9.0,Deportivo de La Coruña,42.0,16.0,13.0,13.0,61.0
10.0,SD Compostela,42.0,17.0,8.0,17.0,59.0
11.0,Celta de Vigo,42.0,12.0,16.0,14.0,52.0
12.0,Sevilla FC,42.0,11.0,15.0,16.0,48.0
13.0,Real Zaragoza,42.0,11.0,15.0,16.0,48.0
14.0,Real Oviedo,42.0,12.0,12.0,18.0,48.0
15.0,Athletic Club,42.0,11.0,15.0,16.0,48.0
16.0,Real Valladolid,42.0,11.0,14.0,17.0,47.0
17.0,Racing de Santander,42.0,11.0,14.0,17.0,47.0
18.0,Sporting de Gijón,42.0,13.0,7.0,22.0,46.0
19.0,Rayo Vallecano,42.0,12.0,8.0,22.0,44.0
20.0,Albacete Balompié,42.0,10.0,12.0,20.0,42.0
21.0,CP Mérida,42.0,10.0,12.0,20.0,42.0
22.0,UD Salamanca,42.0,8.0,9.0,25.0,33.0
