Pos,Equipo,PJ,PG,PE,PP,Pts
1.0,Real Madrid,30.0,16.0,10.0,4.0,42.0
2.0,CF Barcelona,30.0,15.0,9.0,6.0,39.0
3.0,UD Las Palmas,30.0,17.0,4.0,9.0,38.0
4.0,Valencia CF,30.0,13.0,8.0,9.0,34.0
5.0,Real Zaragoza,30.0,13.0,7.0,10.0,33.0
6.0,Atlético de Madrid,30.0,12.0,9.0,9.0,33.0
7.0,Atlético de Bilbao,30.0,11.0,10.0,9.0,32.0
8.0,Pontevedra CF,30.0,12.0,7.0,11.0,31.0
9.0,RCD Español,30.0,12.0,5.0,13.0,29.0
10.0,CD Málaga,30.0,9.0,9.0,12.0,27.0
11.0,Elche CF,30.0,11.0,5.0,14.0,27.0
12.0,CD Sabadell,30.0,10.0,6.0,14.0,26.0
13.0,Córdoba CF,30.0,11.0,3.0,16.0,25.0
14.0,Real Sociedad,30.0,9.0,6.0,15.0,24.0
15.0,Real Betis,30.0,8.0,4.0,18.0,20.0
16.0,Sevilla CF,30.0,6.0,8.0,16.0,20.0
