Pos,Equipo,PJ,PG,PE,PP,Pts
1.0,Barcelona (C),38.0,25.0,8.0,5.0,58.0
2.0,Real Madrid,38.0,24.0,9.0,5.0,57.0
3.0,Deportivo de La Coruña,38.0,22.0,10.0,6.0,54.0
4.0,Valencia,38.0,19.0,10.0,9.0,48.0
5.0,Tenerife,38.0,15.0,14.0,9.0,44.0
6.0,Atlético de Madrid,38.0,16.0,11.0,11.0,43.0
7.0,Sevilla,38.0,17.0,9.0,12.0,43.0
8.0,Athletic Club,38.0,17.0,6.0,15.0,40.0
9.0,Real Zaragoza,38.0,11.0,13.0,14.0,35.0
10.0,Osasuna,38.0,12.0,10.0,16.0,34.0
11.0,Celta de Vigo,38.0,9.0,16.0,13.0,34.0
12.0,Sporting de Gijón,38.0,11.0,12.0,15.0,34.0
13.0,Real Sociedad,38.0,13.0,8.0,17.0,34.0
14.0,Rayo Vallecano,38.0,8.0,17.0,13.0,33.0
15.0,Logroñés,38.0,11.0,11.0,16.0,33.0
16.0,Real Oviedo,38.0,11.0,10.0,17.0,32.0
17.0,Albacete,38.0,11.0,9.0,18.0,31.0
18.0,Espanyol,38.0,9.0,11.0,18.0,29.0
19.0,Cádiz,38.0,5.0,12.0,21.0,22.0
20.0,Real Burgos,38.0,4.0,14.0,20.0,22.0
