Pos,Equipo,PJ,PG,PE,PP,Pts
1.0,Real Madrid,30.0,24.0,4.0,2.0,52.0
2.0,Atlético de Madrid,30.0,17.0,6.0,7.0,40.0
3.0,Real Zaragoza,30.0,12.0,9.0,9.0,33.0
4.0,CF Barcelona,30.0,13.0,6.0,11.0,32.0
5.0,Valencia CF,30.0,11.0,10.0,9.0,32.0
6.0,Real Betis,30.0,11.0,8.0,11.0,30.0
7.0,Atlético de Bilbao,30.0,12.0,6.0,12.0,30.0
8.0,Real Sociedad,30.0,10.0,10.0,10.0,30.0
9.0,RCD Mallorca,30.0,12.0,4.0,14.0,28.0
10.0,RCD Español,30.0,12.0,3.0,15.0,27.0
11.0,Sevilla CF,30.0,9.0,9.0,12.0,27.0
12.0,Real Santander,30.0,11.0,4.0,15.0,26.0
13.0,Real Oviedo,30.0,10.0,6.0,14.0,26.0
14.0,Elche CF,30.0,9.0,7.0,14.0,25.0
15.0,Real Valladolid,30.0,11.0,3.0,16.0,25.0
16.0,Granada Club de Fútbol,30.0,5.0,7.0,18.0,17.0
