Pos,Equipo,PJ,PG,PE,PP,Pts
1.0,F C Barcelona ,38.0,27.0,6.0,5.0,87.0
2.0,Real Madrid C F,38.0,25.0,3.0,10.0,78.0
3.0,Sevilla F C,38.0,21.0,7.0,10.0,70.0
4.0,Atlético de Madrid ,38.0,20.0,7.0,11.0,67.0
5.0,Villarreal C F,38.0,18.0,11.0,9.0,65.0
6.0,Valencia C F,38.0,18.0,8.0,12.0,62.0
7.0,Deportivo de La Coruña,38.0,16.0,10.0,12.0,58.0
8.0,Málaga C F,38.0,15.0,10.0,13.0,55.0
9.0,R C D Mallorca,38.0,14.0,9.0,15.0,51.0
10.0,R C D Espanyol,38.0,12.0,11.0,15.0,47.0
11.0,U D Almería,38.0,13.0,7.0,18.0,46.0
12.0,Racing de Santander,38.0,12.0,10.0,16.0,46.0
13.0,Athletic Club [Nota 1]​,38.0,12.0,8.0,18.0,44.0
14.0,Sporting de Gijón,38.0,14.0,1.0,23.0,43.0
15.0,C A Osasuna,38.0,10.0,13.0,15.0,43.0
16.0,Real Valladolid,38.0,12.0,7.0,19.0,43.0
17.0,Getafe C F,38.0,10.0,12.0,16.0,42.0
18.0,Real Betis ,38.0,10.0,12.0,16.0,42.0
19.0,C D Numancia,38.0,10.0,5.0,23.0,35.0
20.0,Recreativo de Huelva ,38.0,8.0,9.0,21.0,33.0
