Pos,Equipo,PJ,PG,PE,PP,Pts
1.0,Barcelona,38.0,23.0,9.0,6.0,55.0
2.0,Real Madrid,38.0,23.0,8.0,7.0,54.0
3.0,Atlético de Madrid,38.0,24.0,5.0,9.0,53.0
4.0,Valencia,38.0,20.0,7.0,11.0,47.0
5.0,Real Sociedad,38.0,16.0,12.0,10.0,44.0
6.0,Real Zaragoza,38.0,17.0,7.0,14.0,41.0
7.0,Albacete,38.0,16.0,8.0,14.0,40.0
8.0,Sporting de Gijón,38.0,15.0,8.0,15.0,38.0
9.0,Real Burgos,38.0,12.0,13.0,13.0,37.0
10.0,Logroñés,38.0,13.0,10.0,15.0,36.0
11.0,Real Oviedo,38.0,14.0,8.0,16.0,36.0
12.0,Sevilla,38.0,13.0,8.0,17.0,34.0
13.0,Tenerife,38.0,12.0,10.0,16.0,34.0
14.0,Athletic Club,38.0,13.0,7.0,18.0,33.0
15.0,Osasuna,38.0,10.0,13.0,15.0,33.0
16.0,Español,38.0,12.0,8.0,18.0,32.0
17.0,Deportivo de La Coruña,38.0,8.0,15.0,15.0,31.0
18.0,Cádiz,38.0,7.0,14.0,17.0,28.0
19.0,Real Valladolid,38.0,7.0,13.0,18.0,27.0
20.0,Mallorca,38.0,10.0,7.0,21.0,27.0
