Pos,Equipo,PJ,PG,PE,PP,Pts
1.0,FC Barcelona,30.0,19.0,5.0,6.0,43.0
2.0,Athletic Club,30.0,17.0,6.0,7.0,40.0
3.0,Real Madrid,30.0,16.0,6.0,8.0,38.0
4.0,Atlético Madrid,30.0,16.0,5.0,9.0,37.0
5.0,Valencia CF,30.0,15.0,5.0,10.0,35.0
6.0,Sevilla CF,30.0,14.0,4.0,12.0,32.0
7.0,RCD Español,30.0,14.0,4.0,12.0,32.0
8.0,Real Valladolid,30.0,9.0,11.0,10.0,29.0
9.0,Celta de Vigo,30.0,12.0,3.0,15.0,27.0
10.0,Real Sociedad,30.0,11.0,4.0,15.0,26.0
11.0,Deportivo de La Coruña,30.0,10.0,5.0,15.0,25.0
12.0,Real Zaragoza,30.0,10.0,5.0,15.0,25.0
13.0,Sporting de Gijón,30.0,10.0,5.0,15.0,25.0
14.0,Racing de Santander,30.0,9.0,7.0,14.0,25.0
15.0,UD Las Palmas,30.0,9.0,4.0,17.0,22.0
16.0,Atlético Tetuán,30.0,7.0,5.0,18.0,19.0
